execution_index	execution_phase	experiment_id	input_directory	material	volume_ratio	smearing_level	smearing_sigma_ry	kmesh	run_role	source_experiment_id	source_run_path	source_run_tree_oid	reference_experiment_id	common_quarter_partner_id	dense_standard_scalar_source_id	suffix	input_sha256	stru_sha256	kpt_sha256	metadata_sha256	pseudopotential	pseudopotential_sha256	source_input_sha256	source_stru_sha256	source_kpt_sha256	source_metadata_sha256	source_result_path	source_result_sha256	source_log_path	source_log_sha256	expected_electrons	atom_count	cube_precision	density_basename	potential_basename
1	P1	S1-20260807-001	inputs/s1/g1_thermodynamic_label_audit_r3/S1-20260807-001	mg	1.10	quarter	0.001837465	24x24x16	common_dense_quarter_eos	S1-20260805-112	runs/S1-20260805-112	5599eb5f90192ed23894ae27358373e9998646a1	S1-20260806-020		S1-20260805-112	g1tlr3_mg_v110_quarter	77a75852d9199bb5d8358a842a5dcc83417617d878947129fcd09bab3a1d2297	2830ba604f066a34709da8abb3fa32449372e05b41c2715e999ffd0eeafb8512	d59f4a8d01e74f7ec8fb53fe7de304457198bb3b6da2d7dcebba6c08c3330c4f	5a4e32070a0decccc4e34c95efe9b3e3d856f6ba80bd8e47d405e10cc4a92c38	mg.lda.lps	4b964580cfbd798708299bb0e0baef2f437983d29e6d7040f63b7532038b4259	a59b1c3de74e596e77f2087af09a457d1ebcc9c65c6ec376bbed727205e554b0	2830ba604f066a34709da8abb3fa32449372e05b41c2715e999ffd0eeafb8512	d59f4a8d01e74f7ec8fb53fe7de304457198bb3b6da2d7dcebba6c08c3330c4f	f36a76e516a87c1ef57201b2b4848447ea6ed5ca0e6eaa1694df2c1b65ead816	runs/S1-20260805-112/result.json	e060864d7a488bb26ac48aa645aff9ad2b93ca56831f9e5a5c9ebccdc23b8ce9	runs/S1-20260805-112/OUT.s1_mg_v110_ksdft_next_kmesh/running_scf.log	df4791d2bef87ac930e8fb18b5cbf328968c5d66cd343bb6a53aa9483f600907	4	2	17	chg.cube	pot.cube
2	P1	S1-20260807-002	inputs/s1/g1_thermodynamic_label_audit_r3/S1-20260807-002	mg	1.10	quarter	0.001837465	28x28x18	extra_dense_quarter_k_anchor	S1-20260805-112	runs/S1-20260805-112	5599eb5f90192ed23894ae27358373e9998646a1	S1-20260806-034	S1-20260806-034	S1-20260805-112	g1tlr3_mg_v110_extraquarter	31c5030f31794487cbaa13631e86b6c025f4cfa0b0fa649b0aa98c36952becf6	2830ba604f066a34709da8abb3fa32449372e05b41c2715e999ffd0eeafb8512	d24e7b65bd0c4fb95d3043b693398eda4e85829f6358bb00f8be3ea1d83d02d5	44a82e1a5a685cf96dbca0d5cc2d781340a3f83538fc331de152772c631d7ac6	mg.lda.lps	4b964580cfbd798708299bb0e0baef2f437983d29e6d7040f63b7532038b4259	a59b1c3de74e596e77f2087af09a457d1ebcc9c65c6ec376bbed727205e554b0	2830ba604f066a34709da8abb3fa32449372e05b41c2715e999ffd0eeafb8512	d59f4a8d01e74f7ec8fb53fe7de304457198bb3b6da2d7dcebba6c08c3330c4f	f36a76e516a87c1ef57201b2b4848447ea6ed5ca0e6eaa1694df2c1b65ead816	runs/S1-20260805-112/result.json	e060864d7a488bb26ac48aa645aff9ad2b93ca56831f9e5a5c9ebccdc23b8ce9	runs/S1-20260805-112/OUT.s1_mg_v110_ksdft_next_kmesh/running_scf.log	df4791d2bef87ac930e8fb18b5cbf328968c5d66cd343bb6a53aa9483f600907	4	2	17	chg.cube	pot.cube
3	P1	S1-20260807-003	inputs/s1/g1_thermodynamic_label_audit_r3/S1-20260807-003	al	1.00	quarter	0.001837465	28x28x28	common_dense_quarter_eos	S1-20260805-088	runs/S1-20260805-088	2dec5d9b4b54769666814d4090b0252ec29afd77	S1-20260806-010		S1-20260805-088	g1tlr3_al_v100_quarter	abd3c45301be4367c6024a8575536eba9d71b913fc64ae9177c3159c3502d795	31279eb4f9a5a6ad20376271c79c03a8ead1676cb697b5065515041f6799d437	0903e64e14f6e451103ae0d60e2b3afe07dbbee7aaabff907df214bfd1eb0bc8	8aea32fc9d46ebc125662dd823f996dc2ab9575ea2563cb2db8bcd82927434f2	al.gga.psp	d76ceac60058e230eac514fc419269433a33b199eb6abfa7d6ab43cde248bd1d	3867a0c98b25ced4c7c3c0cc806e4c2bc287f13dcf4e7b077320d43f8f02aa69	31279eb4f9a5a6ad20376271c79c03a8ead1676cb697b5065515041f6799d437	0903e64e14f6e451103ae0d60e2b3afe07dbbee7aaabff907df214bfd1eb0bc8	4d7744543f06b77b136c50026beb82e0fea2ab21e544582fbb5f959543df659e	runs/S1-20260805-088/result.json	62d967f35205f79578a7cafb52786fe6a6cd82c61dc929be07589d35862e409b	runs/S1-20260805-088/OUT.s1_al_v100_ksdft_next_kmesh/running_scf.log	7f3846a7184b6b9ec35a074d76d968d62843ff9f7958a38739aca02b17f34369	3	1	17	chg.cube	pot.cube
4	P1	S1-20260807-004	inputs/s1/g1_thermodynamic_label_audit_r3/S1-20260807-004	al	1.00	quarter	0.001837465	32x32x32	extra_dense_quarter_k_anchor	S1-20260805-088	runs/S1-20260805-088	2dec5d9b4b54769666814d4090b0252ec29afd77	S1-20260806-024	S1-20260806-024	S1-20260805-088	g1tlr3_al_v100_extraquarter	98a54cd9d6177d4855b87e0b8d7baeb4bcdfd3590911b3c8ab756654afd24d2a	31279eb4f9a5a6ad20376271c79c03a8ead1676cb697b5065515041f6799d437	9676ccc0047fe4fd875b3027808ab834d234f73a9840b22c16948d3f3ede2cfd	f1ddcc26573406a07acbb53bf2de48bed70bbb0d096d09633fdf6d1060accb92	al.gga.psp	d76ceac60058e230eac514fc419269433a33b199eb6abfa7d6ab43cde248bd1d	3867a0c98b25ced4c7c3c0cc806e4c2bc287f13dcf4e7b077320d43f8f02aa69	31279eb4f9a5a6ad20376271c79c03a8ead1676cb697b5065515041f6799d437	0903e64e14f6e451103ae0d60e2b3afe07dbbee7aaabff907df214bfd1eb0bc8	4d7744543f06b77b136c50026beb82e0fea2ab21e544582fbb5f959543df659e	runs/S1-20260805-088/result.json	62d967f35205f79578a7cafb52786fe6a6cd82c61dc929be07589d35862e409b	runs/S1-20260805-088/OUT.s1_al_v100_ksdft_next_kmesh/running_scf.log	7f3846a7184b6b9ec35a074d76d968d62843ff9f7958a38739aca02b17f34369	3	1	17	chg.cube	pot.cube
5	P1	S1-20260807-005	inputs/s1/g1_thermodynamic_label_audit_r3/S1-20260807-005	mg	1.00	quarter	0.001837465	24x24x16	common_dense_quarter_eos	S1-20260805-109	runs/S1-20260805-109	ab24c683ac59ac8106f06b4a2b6f51b2941adc9f	S1-20260806-017		S1-20260805-109	g1tlr3_mg_v100_quarter	f54c02c8242574e5022284a4e1a7ffdac8ab3633027f48910a6eda2ddd7c5bb5	f65d6ce58a2ccc15d9970a14ecfb40a800f4d7a27b325a4d9aae344999faf19c	d59f4a8d01e74f7ec8fb53fe7de304457198bb3b6da2d7dcebba6c08c3330c4f	47998adf596a7158e108f6400e93b8f36e99ea9110fa5857518b80356887d6d6	mg.lda.lps	4b964580cfbd798708299bb0e0baef2f437983d29e6d7040f63b7532038b4259	67c0fcb50d190d1839dfe8bf9d1fc988d5d2b9944e79a3b90fac20d0f99976f9	f65d6ce58a2ccc15d9970a14ecfb40a800f4d7a27b325a4d9aae344999faf19c	d59f4a8d01e74f7ec8fb53fe7de304457198bb3b6da2d7dcebba6c08c3330c4f	c0e159319038c98333a6fb1506a9e96d6abfbfcd3d6c907ac6ac5d7c5d71e926	runs/S1-20260805-109/result.json	eb8e43efe414199a7778ffe6ddbf6f7d47a072e897b6f364602af38e37f74f03	runs/S1-20260805-109/OUT.s1_mg_v100_ksdft_next_kmesh/running_scf.log	8991796201f6fe0a626f2bf6f5972c27a2e08af2ed49b1a123708724e3b80328	4	2	17	chg.cube	pot.cube
6	P1	S1-20260807-006	inputs/s1/g1_thermodynamic_label_audit_r3/S1-20260807-006	mg	1.00	quarter	0.001837465	28x28x18	extra_dense_quarter_k_anchor	S1-20260805-109	runs/S1-20260805-109	ab24c683ac59ac8106f06b4a2b6f51b2941adc9f	S1-20260806-031	S1-20260806-031	S1-20260805-109	g1tlr3_mg_v100_extraquarter	b35a120456751652853113cc078a157b0993512db4899f6b36f00ef324714986	f65d6ce58a2ccc15d9970a14ecfb40a800f4d7a27b325a4d9aae344999faf19c	d24e7b65bd0c4fb95d3043b693398eda4e85829f6358bb00f8be3ea1d83d02d5	ae16c58811048d272cf3751b502b737b2a50e66071669cb9c288a47c8a935ba6	mg.lda.lps	4b964580cfbd798708299bb0e0baef2f437983d29e6d7040f63b7532038b4259	67c0fcb50d190d1839dfe8bf9d1fc988d5d2b9944e79a3b90fac20d0f99976f9	f65d6ce58a2ccc15d9970a14ecfb40a800f4d7a27b325a4d9aae344999faf19c	d59f4a8d01e74f7ec8fb53fe7de304457198bb3b6da2d7dcebba6c08c3330c4f	c0e159319038c98333a6fb1506a9e96d6abfbfcd3d6c907ac6ac5d7c5d71e926	runs/S1-20260805-109/result.json	eb8e43efe414199a7778ffe6ddbf6f7d47a072e897b6f364602af38e37f74f03	runs/S1-20260805-109/OUT.s1_mg_v100_ksdft_next_kmesh/running_scf.log	8991796201f6fe0a626f2bf6f5972c27a2e08af2ed49b1a123708724e3b80328	4	2	17	chg.cube	pot.cube
7	P1	S1-20260807-007	inputs/s1/g1_thermodynamic_label_audit_r3/S1-20260807-007	al	0.90	quarter	0.001837465	28x28x28	common_dense_quarter_eos	S1-20260805-085	runs/S1-20260805-085	3672eb5539eaa4da10afce261c414c39ca349539	S1-20260806-007		S1-20260805-085	g1tlr3_al_v090_quarter	57ce254f90fe799301450b573363c65ffb33f3c5409eb2be75796f401ab9af01	78f39f8f09367c41279248b1772a2dbe9dd77d2839931891ce5696b7ebac7fea	0903e64e14f6e451103ae0d60e2b3afe07dbbee7aaabff907df214bfd1eb0bc8	18bd121e11e422b120f58290a04163fd11440eb56f9de74e83be56975903b595	al.gga.psp	d76ceac60058e230eac514fc419269433a33b199eb6abfa7d6ab43cde248bd1d	65319dc1eef443fb960dd678ec939df21114fb8353b7229f2c463e8736233a6d	78f39f8f09367c41279248b1772a2dbe9dd77d2839931891ce5696b7ebac7fea	0903e64e14f6e451103ae0d60e2b3afe07dbbee7aaabff907df214bfd1eb0bc8	a21951456515c133d140be36e1d7708fdf49968428ecf2c149d8a425576fd577	runs/S1-20260805-085/result.json	e1039701251daeb553d979827bfba724109206ff6d573ae11fa3b34294bd08f7	runs/S1-20260805-085/OUT.s1_al_v090_ksdft_next_kmesh/running_scf.log	e6f970816dbaf201e7f1cba97b044f306c097e3a5581a9b7512ac9a03532279b	3	1	17	chg.cube	pot.cube
8	P1	S1-20260807-008	inputs/s1/g1_thermodynamic_label_audit_r3/S1-20260807-008	al	0.90	quarter	0.001837465	32x32x32	extra_dense_quarter_k_anchor	S1-20260805-085	runs/S1-20260805-085	3672eb5539eaa4da10afce261c414c39ca349539	S1-20260806-021	S1-20260806-021	S1-20260805-085	g1tlr3_al_v090_extraquarter	6280333068d8b50f2b5275cab30c63c7e76da4cbc54026089ac8a592ec369e8c	78f39f8f09367c41279248b1772a2dbe9dd77d2839931891ce5696b7ebac7fea	9676ccc0047fe4fd875b3027808ab834d234f73a9840b22c16948d3f3ede2cfd	70b625ca845f555755bb1a4cbb26afbdd90dec0ea5a6e31ebdacf33980057dc5	al.gga.psp	d76ceac60058e230eac514fc419269433a33b199eb6abfa7d6ab43cde248bd1d	65319dc1eef443fb960dd678ec939df21114fb8353b7229f2c463e8736233a6d	78f39f8f09367c41279248b1772a2dbe9dd77d2839931891ce5696b7ebac7fea	0903e64e14f6e451103ae0d60e2b3afe07dbbee7aaabff907df214bfd1eb0bc8	a21951456515c133d140be36e1d7708fdf49968428ecf2c149d8a425576fd577	runs/S1-20260805-085/result.json	e1039701251daeb553d979827bfba724109206ff6d573ae11fa3b34294bd08f7	runs/S1-20260805-085/OUT.s1_al_v090_ksdft_next_kmesh/running_scf.log	e6f970816dbaf201e7f1cba97b044f306c097e3a5581a9b7512ac9a03532279b	3	1	17	chg.cube	pot.cube
9	P1	S1-20260807-009	inputs/s1/g1_thermodynamic_label_audit_r3/S1-20260807-009	al	1.10	quarter	0.001837465	28x28x28	common_dense_quarter_eos	S1-20260805-091	runs/S1-20260805-091	21869431c5260bb6befb95ac30d03e457944602b	S1-20260806-013		S1-20260805-091	g1tlr3_al_v110_quarter	bc266016febc73c816fabd1d98cb7e6c137b8d534c89bccaa82ad0032f644503	c3bbf795bf196b357cd95e7d4ba619229ad687896346ffe1bfd19a3ed463cfb1	0903e64e14f6e451103ae0d60e2b3afe07dbbee7aaabff907df214bfd1eb0bc8	c99f9887bd38e2f584c5893e5940414c6462b11b4a3fc46bcb40cadbb0bb58aa	al.gga.psp	d76ceac60058e230eac514fc419269433a33b199eb6abfa7d6ab43cde248bd1d	dab77898601a69743a28cdd038680b4d0253b2e37ea4d6fcc30d878fc149fcde	c3bbf795bf196b357cd95e7d4ba619229ad687896346ffe1bfd19a3ed463cfb1	0903e64e14f6e451103ae0d60e2b3afe07dbbee7aaabff907df214bfd1eb0bc8	0407de2b153eb56cd5122c35d192269b5a07ac607746375d449286a6a04c2420	runs/S1-20260805-091/result.json	7e31a15ee581e2569fb083a2c41bfad1f39252cc8b8d516e78795d57064f4b11	runs/S1-20260805-091/OUT.s1_al_v110_ksdft_next_kmesh/running_scf.log	ed73ccbf8b96dbd0536f88bd8bdc2c4dbb26629d8f28201cfc45fab54d3a29ad	3	1	17	chg.cube	pot.cube
10	P1	S1-20260807-010	inputs/s1/g1_thermodynamic_label_audit_r3/S1-20260807-010	al	1.10	quarter	0.001837465	32x32x32	extra_dense_quarter_k_anchor	S1-20260805-091	runs/S1-20260805-091	21869431c5260bb6befb95ac30d03e457944602b	S1-20260806-027	S1-20260806-027	S1-20260805-091	g1tlr3_al_v110_extraquarter	c790f41f53b04e00654877d0d9969657e0ea654ac0e6813b18f79aef86e07e66	c3bbf795bf196b357cd95e7d4ba619229ad687896346ffe1bfd19a3ed463cfb1	9676ccc0047fe4fd875b3027808ab834d234f73a9840b22c16948d3f3ede2cfd	2e64b7de203c3e1e88327a0ccd7635a5aa867b5d28219b6505da922b5f9db89e	al.gga.psp	d76ceac60058e230eac514fc419269433a33b199eb6abfa7d6ab43cde248bd1d	dab77898601a69743a28cdd038680b4d0253b2e37ea4d6fcc30d878fc149fcde	c3bbf795bf196b357cd95e7d4ba619229ad687896346ffe1bfd19a3ed463cfb1	0903e64e14f6e451103ae0d60e2b3afe07dbbee7aaabff907df214bfd1eb0bc8	0407de2b153eb56cd5122c35d192269b5a07ac607746375d449286a6a04c2420	runs/S1-20260805-091/result.json	7e31a15ee581e2569fb083a2c41bfad1f39252cc8b8d516e78795d57064f4b11	runs/S1-20260805-091/OUT.s1_al_v110_ksdft_next_kmesh/running_scf.log	ed73ccbf8b96dbd0536f88bd8bdc2c4dbb26629d8f28201cfc45fab54d3a29ad	3	1	17	chg.cube	pot.cube
